user_id,fullname,abstracts
219,Chan-Mi Kim,"Reduced cerebral blood flow (CBF), an indicator of neurovascular processes and metabolic demands, is a common finding in Alzheimer's disease. However, little is known about what contributes to CBF deficits in individuals with mild cognitive impairment (MCI). We examine regional CBF differences in 17 MCI compared with 21 age-matched cognitively healthy older adults. Next, we examined associations between CBF, white matter lesion (WML) volume, amplitude of low-frequency fluctuations, and cortical thickness to better understand whether altered CBF was detectable before other markers and the potential mechanistic underpinnings of CBF deficits in MCI. MCI had significantly reduced CBF, whereas cortical thickness and amplitude of low-frequency fluctuation were not affected. Reduced CBF was associated with the WML volume but not associated with other measures. Given the presumed vascular etiology of WML and relative worsening of vascular health in MCI, it may suggest CBF deficits result from early vascular as opposed to metabolic deficits in MCI. These findings may support vascular mechanisms as an underlying component of cognitive impairment."
41,Sho Kojima,"We evaluated the effects of moderate-intensity exercise in improving the decline in cognitive performance induced by a 24-h period of acute sleep deprivation (SD). We hypothesized that the positive effect of exercise is mediated by increased oxygenation (measured using near-infrared spectroscopy) of the dorsolateral prefrontal cortex (DLPFC). Cognitive performance was measured using the reaction time and interference scores of the Stroop colour and word test, in 12 healthy adults (eight males, 21.1 ± 0.3 years-old), at pre- and post-exercise. Cognitive scores were compared under two conditions: rested wakefulness (RW) and 24-h SD. The exercise consisted of 20-min of ergometer cycling at an intensity of 60 % VO2peak. Oxygenation to the DLPFC increased, at 12 min after exercise onset, compared to the baseline and was maintained until the end of the exercise in both RW and SD conditions (P < 0.01). The change in RT correlated with sleepiness (P < 0.05), with no correlation for the interference score and oxygenation. Taken together, moderate-intensity exercise reverses SD-induced cognitive decline."
965,Steffen R Hage,"Marmoset monkeys are known for their rich vocal repertoire. However, the underlying call production mechanisms remain unclear. By showing that marmoset moneys are capable of interrupting and modulating ongoing vocalizations, recent studies in marmoset monkeys challenged the decades-old concepts of primate vocal pattern generation that suggested that monkey calls consist of one discrete call pattern. The current article will present a revised version of the brainstem vocal pattern-generating network in marmoset monkeys that is capable of responding to perturbing auditory stimuli with rapid modulatory changes of the acoustic call structure during ongoing calls. These audio-vocal integration processes might potentially happen at both the cortical and subcortical brain level."
445,Shin-Ping Kuan,"BACKGROUND
Neuronal cell cultures are widely used in the field of neuroscience. Cell dissociation allows for the isolation of a desired cell type, yet the neuronal complexity that distinguishes the nervous system is often lost as a result. Thus, culturing neural tissues in ex vivo format provides a physiological context that more closely resembles the in vivo environment.


NEW METHOD
We developed a simple method to culture nodose ganglia neurons from neonatal pigs long-term in ex vivo format using an in-house media formulation derived from commercially available components.


RESULTS
Ganglia were cultured for six and twelve months. mRNA expression of nestin was stable across time. Vasoactive intestinal peptide and tachykinin showed statistically insignificant increases and decreases in mRNA expression, respectively. mRNA expression of glia fibrillary acidic protein decreased, whereas myelin basic protein showed no statistically significant differences, over time. Immunofluorescence studies of sectioned ganglia demonstrated neurofilament-positive cell bodies, glia fibrillary acidic protein and myelin basic protein at all time points. A significant decrease in cell nuclei density and fragmented DNA were noted.


COMPARISON WITH EXISTING METHOD(S)
There are currently no methods that describe short-term or long-term culturing of porcine nodose ganglia. Further, the media formulation we developed is new and not previously reported.


CONCLUSIONS
The simple procedure we developed for culturing nodose ganglia will enable both short-term and long-term investigations aimed at understanding peripheral ganglia in vitro. It is also possible that the methods described herein can be applied to other models, different developmental stages, and potentially other neural tissues."
949,Hannah Fuhrer,"BACKGROUND AND PURPOSE
Mechanical thrombectomy (MT) improves early clinical outcome in patients with acute ischemic stroke but insights on determinants of long-term outcome after MT treatment are scarce.


METHODS
Data from stroke patients with anterior circulation large vessel occlusion of a prospective MT registry (01/2014-06/2017) of a large comprehensive stroke center were analyzed regarding clinical outcome between short- (3 months) and long-term (12 months) assessment reflected by a change of modified Rankin scores (∆mRS). Secondary endpoints included favorable long-term outcome (mRS 0-2). Multi-variable regression analysis was performed to identify determinants of outcome changes and favorable outcome at long term.


RESULTS
Of 264 patients included, 42.0% showed a favorable long-term outcome. Longitudinal analysis found that some individuals still improved, but no overall mRS difference between short and long-term follow-up was detected [∆mRS - 0.004 (95% CI - 0.020; 0.013); p = 0.672]. Right hemispheric stroke [∆mRS 0.286 (0.011; 0.561); p = 0.043] and high NIHSS at discharge [∆mRS, 0.039 (0.004; 0.074); p = 0.029] were associated with a longitudinal mRS decline. Favorable long-term outcome was associated with successful recanalization (p < 0.0001).


CONCLUSIONS
A significant number of patients with MT experience a favorable long-term outcome. Outcomes remained stable between short- and long-term follow-up, but some individuals may still show improvement beyond short-term rehabilitation. Right hemispheric stroke and clinical stroke severity at hospital discharge may be frail predictors for delayed decline of functional status, whereas successful recanalization remains a positive outcome predictor. Death rarely occurs beyond 3 months after MT treatment."
2,Lisa Marie Haraldseide,"Purpose: To explore if preoperative patient-reported health-related quality of life (HRQoL) provides additional prognostic value as a supplement to other preoperatively known clinical factors in patients with high-grade glioma (HGG).Methods: In a prospective explorative study, 114 patients with high-grade glioma were included. The participants completed the generic HRQoL questionnaire EQ-5D 3L, and the disease-specific questionnaires EORTC QLQ-C30 and EORTC QLQ-BN20 1-3 days before surgery. Operating neurosurgeons scored the patient's preoperative functional level by using Karnofsky Performance Status (KPS). Univariate and multivariate Cox regression analyses were performed to identify HRQoL domains that were associated with survival. Kaplan-Meier survival curves and Log-rank tests were used to visualize differences in survival between groups.Results: In addition to preoperative KPS and age, the EORTC QLQ-BN20 subdomains 'seizures' (HR 0.98, p < .006), 'itchy skin' (HR 1.01, p < .036) and 'bladder control' (HR 1.01, p < .023) were statistically significant independent predictors of survival in a multivariate cox model.Conclusions: Our results suggest that in patients with HGG, certain preoperative symptom scales within EORTC QLQ-BN20 may provide additional prognostic information to supplement other clinical prognostic factors. However, further studies are required to validate our findings. Overall the instruments EQ-5D 3L and EORTC QLQ-C30 do not seem to provide much additional valuable prognostic information to already known prognostic factors."
1097,Krishnashis Chatterjee,"The brain consists of a complex network of cells and matrix that is kept cushioned and nourished by multiple types of fluids: cerebrospinal fluid, blood, and interstitial fluid. The movement of these fluids through the tissues has recently gained more attention due to implications in Alzheimer's Disease and glioblastoma. Therefore, methods to study these fluid flows are necessary and timely for the current study of neuroscience. Imaging modalities such as magnetic resonance imaging have been used clinically and pre-clinically to image flows in healthy and diseased brains. These measurements have been used to both parameterize and validate models of fluid flow both computational and in vitro. Both of these models can elucidate the changes to fluid flow that occur during disease and can assist in linking the compartments of fluid flow with one another, a difficult challenge experimentally. In vitro models, though in limited use with fluid flow, allow the examination of cellular responses to physiological flow. To determine causation, in vivo methods have been developed to manipulate flow, including both physical and pharmacological manipulations, at each point of fluid movement of origination resulting in exciting findings in the preclinical setting. With new targets, such as the brain-draining lymphatics and glymphatic system, fluid flow and tissue drainage within the brain is an exciting and growing research area. In this review, we discuss the methods that currently exist to examine and test hypotheses related to fluid flow in the brain as we attempt to determine its impact on neural function."
67,Susanne J van Veluw,"Paravascular drainage of solutes, including β-amyloid (Aβ), appears to be an important process in brain health and diseases such as Alzheimer's disease (AD) and cerebral amyloid angiopathy (CAA). However, the major driving force for clearance remains largely unknown. Here we used in vivo two-photon microscopy in awake head-fixed mice to assess the role of spontaneous vasomotion in paravascular clearance. Vasomotion correlated with paravascular clearance of fluorescent dextran from the interstitial fluid. Increasing the amplitude of vasomotion by means of visually evoked vascular responses resulted in increased clearance rates in the visual cortex of awake mice. Evoked vascular reactivity was impaired in mice with CAA, which corresponded to slower clearance rates. Our findings suggest that low-frequency arteriolar oscillations drive drainage of solutes. Targeting naturally occurring vasomotion in patients with CAA or AD may be a promising early therapeutic option for prevention of Aβ accumulation in the brain."
1014,Kevin K Noguchi,"Zika virus (ZIKV) infection during pregnancy has been causally linked to a constellation of neurodevelopmental deformities in the fetus resulting in a disease termed Congenital Zika Syndrome (CZS). Here we detail how ZIKV infection produces extensive neuropathology in the developing mouse brain and spinal cord of both sexes. Surprisingly, neuropathology differs depending on viral strain with a French Polynesian isolate producing primarily excitotoxicity and a Brazilian isolate being almost exclusively apoptotic but occurring over a prolonged period that is more likely to produce severe hypoplasia. We also show exposure can produce a characteristic pattern of infection that mirrors neuropathology and ultimately results in gross morphological deformities strikingly similar to CZS. This research provides a valuable mouse model mirroring the clinical course of disease that can be used to test potential therapies to improve treatment and gain a better understanding of the disabilities associated with CZS.SIGNIFICANCE STATEMENTZika virus (ZIKV) infection during pregnancy has been causally linked to a constellation of neurodevelopmental deformities in the fetus resulting in a disease termed Congenital Zika Syndrome. Despite its devastating effects, very little is known about how ZIKV infection produces fetal neuropathology. Here we detail the temporal progression of ZIKV infection in the mouse brain and spinal cord resulting in massive neurodegeneration of infected regions. We also report a ZIKV strain from a region of Brazil with high levels of microcephaly (abnormally small head circumference) produces particularly devastating neuropathology."
708,Salomon Cohen-Cohen,"Endovascular therapy is the primary treatment for the majority of tentorial dural arteriovenous fistulas (dAVF). Surgical occlusion is an effective alternative when embolization is not possible. This video demonstrates microsugical occlusion of a right-sided tentorial dAVF in a symptomatic 45-yr-old male. The dAVF was fed directly by meningohypophyseal trunk. Venous drainage was retrograde through the sphenoparietal sinus, superficial sylvian vein, vein of Labee, and transverse sinus. The patient underwent a right-sided pterional craniotomy; the sylvian fissure was widely opened. Subarachoid dissection was performed until a large arterialized draining vein was identified exiting dura subtemporally. Intraoperative indocyanine green angiography confirmed the fistulous site and the draining vein was occluded and divided. The patient remained neurologically intact after surgery. Immediate angiography demonstrates complete occlusion of the dAVF. This video demonstrates the surgical access obtained through a transylvian approach for this tentorial dAVF. Occlusion of the draining vein, with or without resection of the fistula, is enough to permanently treat these lesions."
865,Lívia Maria Bolsoni,"Reconsolidation is the return of a memory to a transient state of lability, following memory consolidation, that can occur when memories are evoked. During the process of reconsolidation, memories may be modified by different means, including the administration of drugs, during a period called the ""reconsolidation window"". This process has been widely studied in animals, but human studies are limited and include several methodological pitfalls. Our objective was to conducte a systematic review of the literature that utilizes pharmacological interventions during the process of reconsolidation of aversive memories in humans, with a critical analysis of the methodologies used. Searches were made in the electronic databases PubMed, Scopus, Web of Science and SciELO using the following search terms: (memory) AND (consolidation OR reconsolidation) AND (pharmacological manipulation OR pharmacological intervention). We found 294 references and ten (3.4%) were included in the review, based on preestablished eligibility criteria. All studies were randomized, double-blind clinical trials. The most commonly studied drug was propranolol. Two studies used a protocol involving autobiographical aversive memories, while in the remaining aversive memories were produced in the laboratory. The timing of pharmacological interventions is a controversial issue in the field, as drug activity must occur within the reconsolidation window. The small number of studies and some methodological difficulties of this type of research highlights the need for studies that individually evaluate some of the issues discussed, particularly the timing of pharmacological interventions and the duration of reconsolidation windows."
1007,Woosuk Kim,"In a previous study, we observed the effect of phosphoglycerate mutase 1 (PGAM1) on proliferating cells and neuroblasts in the subgranular zone of mouse dentate gyrus. In the present study, we examined the roles of PGAM1 in the HT22 hippocampal cell line and in gerbil hippocampus after H2O2-induced oxidative stress and after ischemia/reperfusion, respectively. Control-PGAM1 and Tat-PGAM1 proteins were synthesized using Tat-1 expression vector since Tat-1 fusion proteins can easily cross the blood-brain barrier and cell membranes. We found that transduction of Tat-PGAM1 protein into HT22 cells was dose- and time-dependent. Delivery of the protein to the cytoplasm was confirmed by western blotting and immunocytochemistry. Treatment of HT22 cells with Tat-PGAM1 protein showed a concentration-dependent reduction in cell damage and decreased formation of reactive oxygen species after H2O2 exposure. Tat-PGAM1 administration significantly ameliorated the ischemia-induced hyperactivity in gerbils at 1 day after ischemia/reperfusion. Additionally, a pronounced decrease in neuronal damage and reactive gliosis were observed in the hippocampal CA1 region of the Tat-PGAM1-treated group at 4 days after ischemia/reperfusion compared to that in the vehicle (Tat peptide) or control-PGAM1-treated groups. Administration of Tat-PGAM1 mitigated the changes in ATP content, succinate dehydrogenase activity, pH, and 4-hydroxynonenal levels in the hippocampus at 4 and 7 days after ischemia/reperfusion compared to that in the vehicle-treated group. In addition, administration of Tat-PGAM1 significantly ameliorated the ischemia-induced increases of lactate levels in the hippocampus at 15 min and 6 h after ischemia/reperfusion than in the vehicle or control-PGAM1-treated groups. These results suggest that Tat-PGAM1 can be used as a therapeutic agent to prevent neuronal damage from oxidative stress or ischemia."
3,Joenilton Saturnino Cazé Da Silva,"Episodic memory (EM) is a subsystem responsible for storing and evoking information about the ""What"", ""Where"" and ""When"" elements of an event in an integrated way. This capacity depends of structures with hippocampus and prefrontal cortex. The effect of aging on some capacities mediated by these areas, such as the influence of the number of objects on the coding of EM, remains unexplored. The present study examined the memory recall capacity of young and older adults in an EM task which used the number of 2, 4 and 6 items associated with specific space-temporal contexts. The young adults showed better performance coefficients than the older adults in all tasks, regardless of the load used, for all questions, except the ""What"" type. The group differences increase with load augmentation, stabilizing from the tasks with 4 items. In short, the EM efficiency, evaluated through What-Where-When Task, depends on the quantity information encoding."
104,R S Duman,"The pathophysiology and treatment of depression has been the focus of intense research and while there is much that remains unknown, modern neurobiological approaches are making progress. This work demonstrates that stress and depression are associated with atrophy of neurons and reduced synaptic connectivity in brain regions such as the hippocampus and prefrontal cortex that contribute to depressive behaviors, and conversely that antidepressant treatment can reverse these deficits. The role of neurotrophic factors, particularly brain derived neurotrophic factor (BDNF) have been of particular interest as these factors play a key role in activity dependent regulation of synaptic plasticity. Here we review the literature demonstrating that exposure to stress and depression decreases BDNF expression in the hippocampus and PFC and conversely that antidepressant treatment can up-regulate BDNF in the adult brain and reverse the effects of stress. We then focus on rapid acting antidepressants, particularly the NMDA receptor antagonist ketamine, which produces rapid synaptic and antidepressant behavioral actions that are dependent on activity dependent release of BDNF. This rapid release of BDNF differs from typical monoaminergic agents that require chronic administration to produce a slow induction of BDNF expression, consistent with the time lag for the therapeutic action of these agents. We review evidence that other classes of rapid acting agents also require BDNF release, demonstrating that this is a common, convergent downstream mechanism. Finally, we discuss evidence that the actions of ketamine are also dependent on another growth factor, vascular endothelial growth factor (VEGF) and its complex interplay with BDNF."
942,Matteo Bologna,"Bradykinesia is one of the cardinal motor symptoms of Parkinson's disease and other parkinsonisms. The various clinical aspects related to bradykinesia and the pathophysiological mechanisms underlying bradykinesia are, however, still unclear. In this article, we review clinical and experimental studies on bradykinesia performed in patients with Parkinson's disease and atypical parkinsonism. We also review studies on animal experiments dealing with pathophysiological aspects of the parkinsonian state. In Parkinson's disease, bradykinesia is characterized by slowness, the reduced amplitude of movement, and sequence effect. These features are also present in atypical parkinsonisms, but the sequence effect is not common. Levodopa therapy improves bradykinesia, but treatment variably affects the bradykinesia features and does not significantly modify the sequence effect. Findings from animal and patients demonstrate the role of the basal ganglia and other interconnected structures, such as the primary motor cortex and cerebellum, as well as the contribution of abnormal sensorimotor processing. Bradykinesia should be interpreted as arising from network dysfunction. A better understanding of bradykinesia pathophysiology will serve as the new starting point for clinical and experimental purposes."
307,Urvashi Singh,"Background: Malignant otitis externa or skull base osteomyelitis arises as a complication of otological infection in immunocompromised individuals, especially elderly diabetics. With increasing awareness of the disease and better diagnostic modalities, there has been an increased reporting of atypical osteomyelitis of skull base (AOSB). Atypical osteomyelitis of skull base is a relatively rare yet an emerging clinical entity that also occurs in immunocompromised elderly individuals, however, in the absence of a pre-existing otological or rhinological infection. The purpose of this study was to review the clinical presentation and treatment protocol followed in patients diagnosed with atypical skull base osteomyelitis.Methods: A retrospective audit of medical records of patients diagnosed with AOSB between 2014 and 2018 was done. Clinical presentation and radiological assessment done prior to intervention was noted. All patients underwent transnasal endoscopic biopsy of tissue from clivus. Histopathological and microbiological profiling of biopsied tissue and treatment protocol followed was noted.Results: A total of 10 patients were included in the study out of which eight were male and two female. Eight patients were known diabetics and one patient had been on chronic oral steroid use. Majority presented with a vague dull aching headache and with one or more cranial nerve (CN) palsy(s). Radiological imaging showed clival involvement for all. All were managed conservatively with appropriate antibiotics. Disease resolution was defined as either complete resolution of symptoms and/or no residual lesion noted on follow-up MRI of skull base.Conclusions: Individuals presenting with non-specific symptoms of headache with CN palsy(s) with no obvious otological/rhinological infections, should raise suspicion of atypical skull base osteomyelitis. Histopathological diagnosis and microbiological assessment are an essential aid in conservative management with higher antibiotics. Patient compliance and long-term follow-up is essential for adequate and complete resolution of disease."
213,Sonia L Bonifacio,"Neonatal neurocritical care is an evolving subsubspecialty whose goal is to implement neuroprotective care strategies, continuous bedside monitoring of neurologic function, and therapies in order to reduce the risk of neurologic injury and improve long-term neurodevelopmental outcomes in neonates who require intensive care. The provision of neonatal neurocritical care requires a culture change across a Neonatal Intensive Care Unit (NICU) in which equal importance is placed on the neurologic care and the cardiorespiratory care of a given patient. It is a multidisciplinary framework of care in which neonatologist and pediatric neurologist come together to address the unique needs of NICU patients whose brains are still developing and are vulnerable to injury. Advances in bedside brain monitoring techniques and the use of therapeutic hypothermia for Hupoxic-Ischemic Encephalopathy have accelerated the development of NeuroNICUs across the United States and abroad. Neonatologists, neurologists, neurophysiologists, nurses, and other ancillary members of the team work together to develop guidelines for commonly encountered neurological conditions in the NICU. The use of these guidelines helps provide standardized care across a unit and can reduce morbidity and length of hospital stay."
605,Giorgi Kuchukhidze,"Background: Language function may be reorganized in patients with malformations of cortical development (MCD). This prospective cohort study aimed in assessing language dominance in a large group of patients with MCD and epilepsy using functional MRI (fMRI). Methods: Sixty-eight patients (40 women) aged 10-73 years (median, 28.0; interquartile range, 19) with MCD and epilepsy underwent 1.5 T MRI and fMRI (word generation task). Single-subject image analysis was performed with statistical parametric mapping (SPM12). Language lateralization indices (LIs) were defined for statistically significantly activated voxels in Broca's and Wernicke's areas using the formula: LI = (V L - V R)/(V L + V R) × 100, where V L and V R were sets of activated voxels on the left and on the right, respectively. Language laterality was considered typical if LI was between +20 and +100 or atypical if LI was between +19 and -100. Results: fMRI signal was elicited in 55 of 68 (81%) patients. In 18 of 55 (33%) patients, language dominance was typical, and in 37 of 55 (67%) patients, atypical (in 68%, right hemispheric; in 32%, bilateral). Language dominance was not influenced by handedness, electroclinical, and imaging features. Conclusions: In this prospective study on a large group of patients with MCD and epilepsy, about two-thirds had atypical language dominance. These results may contribute to assessing risks of postsurgical language deficits and could assist in planning of ""cortical mapping"" with intracranial electrodes in patients who undergo presurgical assessment."
10,George M Opie,"The effects of muscle fatigue are known to be altered in older adults, and age-related changes in the brain are likely to be a contributing factor. However, the neural mechanisms underlying these changes are not known. The aim of the current study was to use transcranial magnetic stimulation combined with electroencephalography (TMS-EEG) to investigate age-related changes in cortical excitability with muscle fatigue. In 23 young (mean age ± SD: 22 ± 2 years) and 17 older (mean age ± SD: 68.3 ± 5.6 years) adults, single-pulse TMS-EEG was applied before, during and after the performance of fatiguing, intermittent isometric abduction of the index finger. Motor-evoked potential (MEP) measures of cortical excitability were increased during (estimated mean difference, 123.3%; P < 0.0001) and after (estimated mean difference, 117.5%; P = 0.001) fatigue and this was not different between groups (P > 0.5). For TMS-EEG, the amplitude of the P30 and P180 potentials were unaffected by fatigue in older participants (P > 0.05). In contrast, the amplitude of the N45 potential in older adults was significantly reduced both during (positive cluster: mean voltage difference = 0.7 µV, P < 0.005; negative cluster: mean voltage difference = 0.9 µV, P < 0.0005) and after (mean voltage difference = 0.5 µV, P < 0.005) fatiguing exercise, whereas this response was absent in young participants. These results suggest that performance of maximal intermittent isometric exercise in old but not young adults is associated with modulation of cortical inhibition likely mediated by activation of gamma-aminobutyric acid type A receptors."
845,Maziar Behbahani,"Background
The number of incidental meningiomas has increased because of the increased availability of neuroimaging. Lack of prospective data on the natural history makes the optimal management unclear. We conducted a 5-year prospective study of incidental meningiomas to identify risk factors for tumor growth.


Methods
Sixty-four of 70 consecutive patients with incidental meningioma were included. Clinical and radiological status was obtained at 0, 0.5, 1, 1.5, 2, 3, 4, and 5 years. GammaPlan and mixed linear regression modeling were utilized for volumetric analysis with primary endpoint tumor growth.


Results
None of the patients developed tumor-related symptoms during the study period, although 48 (75%) tumors increased (>15%), 13 (20.3%) remained unchanged, and 3 (4.7%) decreased (>15%) in volume. Mean time to growth was 2.2 years (range, 0.5-5.0 years).The growth pattern was quasi-exponential in 26%, linear in 17%, sigmoidal in 35%, parabolic in 17%, and continuous reduction in 5%. There was significant correlation among growth rate, larger baseline tumor volume (P < .001), and age in years (<55 y: 0.10 cm3/y, 55-75 y: 0.24 cm3/y, and >75 y: 0.85 cm3/y).


Conclusion
The majority of meningiomas will eventually grow. However, more than 60% display a self-limiting growth pattern. Our study provides level-2 evidence that asymptomatic tumors can be safely managed utilizing serial imaging until persistent radiological and/or symptomatic growth."
252,Haralabos Anastogiannis,We herein describe the unusual case of irreversible diffuse hypoxic-ischemic encephalopathy secondary to type I Kounis syndrome. The patient survived and remained in a vegetative state after being mechanically ventilated in the intensive care unit for long. A brief review of the literature on mechanisms for KS-associated brain injury is also presented.
487,Patricia Sulzer,"OBJECTIVES
Parkinson's disease (PD) patients with mild cognitive impairment (PD-MCI) have an increased risk of developing dementia (PDD). As activities of daily living (ADL) impairment is mandatory for the diagnosis of PDD, assessing early signs of instrumental ADL (iADL) dysfunction, especially in PD-MCI, is essential. In PD, self- and caregiver-reported iADL performance is often confounded by motor dysfunction and mood. Objective and time-efficient performance-based measurements are needed to screen for cognitive-related iADL dysfunction. We evaluated the Erlangen Test of Activities of Daily Living in Mild Dementia and Mild Cognitive Impairment (ETAM) in PD and determined its value for characterizing a subgroup of PD-MCI patients with mild performance-based iADL impairment.


METHODS
Twenty-one cognitively normal PD patients (PD-NC), 24 PD-MCI patients, and 18 healthy controls (HC) were analyzed. Assessments included the ETAM, a comprehensive neuropsychological test battery, iADL, mood, and motor measurements.


RESULTS
PD-MCI patients scored significantly lower on the ETAM total score compared to PD-NC patients (p = .002), whereas HC and PD-NC patients did not statistically differ. No HC scored lower than 27 points (diagnostic cutoff for mild iADL impairment); only PD-MCI patients scored below this cutoff (29.2%) suggesting the ETAM is able to characterize a PD-MCI subgroup with early iADL impairment. PD-MCI patients below the cutoff were more impaired in the attention domain (p = .04).


CONCLUSIONS
The ETAM is a potentially valuable clinical assessment, able to detect first signs of iADL dysfunction in PD-MCI. Further studies in larger cohorts are needed to evaluate the prognostic ability for predicting PDD."
784,Claire Leconte,"Traumatic brain injury (TBI) is a chronic pathology, inducing long term deficits that remains understudied in preclinical studies. In this context, exploration, anxiety-like behavior, cognitive flexibility and motor coordination were assessed until 5 and 10 months after an experimental TBI in the adult mouse, using two cohorts. In order to differentiate age, surgery, and remote gray and white matter lesions, three groups, unoperated, sham-operated, and TBI, were studied. TBI induced delayed motor coordination deficits at the pole test, 4.5 months after injury, that could be explained by gray and white matter damages in ipsilateral nigrostriatal structures (striatum, internal capsule) that were spreading to new structures between cohorts, at 5 versus 10 months after the injury. Furthermore, TBI induced an enhanced exploratory behavior during stressful situations (active phase during actimetry test, object exploration in an open field), risk-taking behaviors in the elevated plus maze 5 months after injury, and a cognitive inflexibility in the Barnes maze that persists until 9 months after the injury. These behavioral modifications could be related to the white and gray matter lesions observed in ipsi- and contra-lateral limbic structures (amygdala, hilus/CA4, hypothalamus, external capsule, corpus callosum, cingular cortex) that were spreading to new structures between cohorts, at 5 months versus 10 months after the injury. The present study corroborates clinical findings on TBI, and provides a relevant rodent chronic model which could help validating pharmacological strategies against the chronic consequences of TBI."
327,Federico Pedraja,"Perception and motor control traditionally are studied separately. However, motor activity can serve as a scaffold to shape the sensory flow. This tight link between motor actions and sensing is particularly evident in active sensory systems. Here, we investigate how the weakly electric mormyrid fish Gnathonemus petersii of undetermined sex structure their sensing and motor behavior while learning a perceptual task. We find systematic adjustments of the motor behavior that correlate with an increased performance. Using a model to compute the electrosensory input, we show that these behavioural adjustments improve the sensory input. As we find low neuronal detection thresholds at the level of medullary electrosensory neurons, it seems that the behavior-driven improvements of the sensory input are highly suitable to overcome the sensory limitations, thereby increasing the sensory range. Our results show that motor control is an active component of sensory learning, demonstrating that a detailed understanding of contribution of motor actions to sensing is needed to understand even seemingly simple behaviors.SIGNIFICANCE STATEMENTMotor-guided sensation and perception are intertwined, with motor behavior serving as a scaffold to shape the sensory input. We characterized how the weakly electric mormyrid fish G. petersii, as it learns a perceptual task, restructures its sensorimotor behavior. We find that systematic adjustments of the motor behavior correlate with increased performance and a shift of the animal's sensory attention. Analyzing the afferent electrosensory input shows that a significant gain in information results from these sensorimotor adjustments. Our results show that motor control can be an active component of sensory learning. Researching the sensory corollaries of motor control thus can be crucial to understand sensory sensation and perception under naturalistic conditions."
1092,Daniel Smieja,"Despite early bilateral cochlear implantation, children with congenital deafness do not develop accurate spatial hearing; we thus asked whether auditory brain networks are disrupted in these children. EEG responses were evoked unilaterally and bilaterally in 13 children with normal hearing and 16 children receiving bilateral cochlear implants simultaneously. Active cortical areas were estimated by the Time Restricted Artifact and Coherent source Suppression (TRACS) beamformer and connected cortical areas were identified by measuring coherence between source responses. A whole-brain analysis of theta band coherence revealed the strongest connections between the temporal areas in all conditions at early latencies. Stronger imaginary coherence in activity between the two auditory cortices to bilateral than unilateral input was found in children with normal hearing reflecting facilitation in the auditory network during bilateral hearing. The opposite effect, depressed coherence, was found during bilateral stimulation in children using cochlear implants. Children with cochlear implants also showed a unique auditory network in response to bilateral stimulation which was marked by increased connectivity between occipital and frontal areas. These findings suggest that cortical networks for sound processing are normally facilitated by bilateral input but are disrupted in children who hear through two independent cochlear implants. Efforts to improve hearing in children with congenital deafness must thus include corrections to potential mismatches in bilateral input to support brain development."
886,José Fidel Baizabal-Carvallo,"BACKGROUND
Functional gait disorders (FGDs) are relatively common in patients presenting for evaluation of a functional movement disorder (FMD). The diagnosis and classification of FGDs is complex because patients may have a primary FGD or a FMD interfering with gait.


METHODS
We performed a detailed evaluation of clinical information and video recordings of gait in patients diagnosed with FMDs.


RESULTS
We studied a total of 153 patients with FMDs, 68% females, with a mean age at onset of 36.4 years. A primary FGD was observed in 39.2% of patients; among these patients, 13 (8.5%) had an isolated FGD (a gait disorder without other FMDs). FMDs presented in 34% of patients with otherwise normal gait. Tremor was the most common FMD appearing during gait, but dystonia was the most common FMD interfering with gait. Patients with FGD had a higher frequency of slow-hesitant gait, astasia-abasia, bouncing, wide-based gait and scissoring compared with patients with FMDs occurring during gait. Bouncing gait with knee buckling was more frequently observed in patients with isolated FGD (P = 0.017). Patients with FGDs had a trend for higher frequency of wheelchair dependency (P = 0.073) than those with FMDs interfering with gait.


CONCLUSIONS
Abnormal gait may be observed as a primary FGD or in patients with other FMDs appearing during gait; both conditions are common and may cause disability."
1033,Alice Mado Proverbio,"The neural mechanisms involved in the processing of vocalizations and music were compared, in order to observe possible similarities in the encoding of their emotional content. Positive and negative emotional vocalizations (e.g., laughing, crying) and violin musical stimuli digitally extracted from them were used as stimuli. They shared the melodic profile and main pitch/frequency characteristics. Participants listened to vocalizations or music while detecting rare auditory targets (bird tweeting, or piano's arpeggios). EEG was recorded from 128 sites. P2, N400 and Late positivity responses of ERPs were analyzed. P2 peak was earlier in response to vocalizations, while P2 amplitude was larger to positive than negative stimuli. N400 was greater to negative than positive stimuli. LP was greater to vocalizations than music and to positive than negative stimuli. Source modeling using swLORETA suggested that, among N400 generators, the left middle temporal gyrus and the right uncus responded to both music and vocalizations, and more to negative than positive stimuli. The right parahippocampal region of the limbic lobe and the right cingulate cortex were active during music listening, while the left superior temporal cortex only responded to human vocalizations. Negative stimuli always activated the right middle temporal gyrus, whereas positively-valenced stimuli always activated the inferior frontal cortex. The processing of emotional vocalizations and music seemed to involve common neural mechanisms. Notation obtained from acoustic signals showed how emotionally negative stimuli tended to be in Minor key, and positive stimuli in Major key, thus shedding some lights on the brain ability to understand music."
